,Year,Month,Day,Hour,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,price actual
34104,2018,11,21,23,313.0,693.0,6711.0,6366.0,272.0,34.0,1089.0,1204.0,5053.0,54.0,97.0,8.0,266.0,6351.0,63.43
34105,2018,11,22,0,311.0,681.0,6253.0,6119.0,256.0,1.0,1070.0,918.0,5053.0,54.0,97.0,8.0,272.0,6150.0,60.76
34106,2018,11,22,1,312.0,635.0,6033.0,5445.0,249.0,1.0,1067.0,930.0,5052.0,54.0,98.0,6.0,274.0,5906.0,59.09
34107,2018,11,22,2,308.0,591.0,6028.0,4987.0,248.0,1.0,1068.0,1072.0,5052.0,54.0,96.0,6.0,271.0,5731.0,57.88
34108,2018,11,22,3,311.0,584.0,6027.0,4845.0,238.0,1.0,1078.0,1045.0,5052.0,54.0,98.0,6.0,269.0,5730.0,57.84
34109,2018,11,22,4,308.0,710.0,6315.0,5063.0,240.0,1.0,1061.0,1084.0,5051.0,55.0,102.0,5.0,271.0,5759.0,59.44
34110,2018,11,22,5,307.0,729.0,7455.0,5610.0,244.0,1.0,1062.0,1165.0,5050.0,54.0,98.0,5.0,270.0,5794.0,63.45
34111,2018,11,22,6,304.0,754.0,8996.0,6149.0,261.0,1.0,1129.0,2258.0,5049.0,54.0,96.0,5.0,276.0,5800.0,70.75
34112,2018,11,22,7,306.0,775.0,10419.0,6334.0,283.0,1.0,1127.0,3046.0,5050.0,54.0,99.0,38.0,273.0,5514.0,73.71
34113,2018,11,22,8,308.0,781.0,10896.0,6369.0,283.0,1.0,1168.0,3566.0,5051.0,55.0,99.0,272.0,281.0,5297.0,74.64
34114,2018,11,22,9,310.0,782.0,11190.0,6496.0,279.0,1.0,1180.0,3867.0,5050.0,52.0,100.0,607.0,272.0,5093.0,74.28
34115,2018,11,22,10,300.0,763.0,11046.0,6439.0,281.0,1.0,1158.0,4145.0,5050.0,52.0,100.0,860.0,273.0,5230.0,73.75
34116,2018,11,22,11,290.0,598.0,11117.0,6502.0,287.0,1.0,1160.0,4162.0,5051.0,53.0,100.0,985.0,279.0,5442.0,73.43
34117,2018,11,22,12,297.0,569.0,11224.0,6615.0,292.0,1.0,1159.0,3934.0,5051.0,51.0,99.0,953.0,283.0,5427.0,73.44
34118,2018,11,22,13,308.0,574.0,11263.0,6626.0,283.0,1.0,1160.0,3147.0,5052.0,52.0,102.0,725.0,281.0,4994.0,73.22
34119,2018,11,22,14,295.0,570.0,11275.0,6706.0,276.0,1.0,1153.0,3567.0,5051.0,54.0,102.0,494.0,282.0,4514.0,73.26
34120,2018,11,22,15,313.0,566.0,11461.0,6710.0,275.0,1.0,1155.0,3630.0,5051.0,54.0,104.0,185.0,276.0,4591.0,74.1
34121,2018,11,22,16,317.0,566.0,11739.0,6679.0,276.0,1.0,1168.0,3642.0,5050.0,55.0,105.0,20.0,278.0,5074.0,75.43
34122,2018,11,22,17,317.0,586.0,11850.0,6676.0,280.0,1.0,1193.0,4722.0,5051.0,55.0,104.0,6.0,273.0,5139.0,77.68
34123,2018,11,22,18,315.0,688.0,11905.0,6674.0,290.0,1.0,1180.0,4788.0,5051.0,55.0,105.0,8.0,268.0,5208.0,78.19
34124,2018,11,22,19,311.0,706.0,11741.0,6676.0,293.0,1.0,1248.0,4640.0,5051.0,54.0,102.0,6.0,272.0,5494.0,78.2
34125,2018,11,22,20,321.0,706.0,11811.0,6662.0,294.0,1.0,1200.0,4020.0,5052.0,54.0,104.0,6.0,280.0,5551.0,77.83
34126,2018,11,22,21,314.0,706.0,10512.0,6657.0,293.0,1.0,1237.0,3505.0,5051.0,55.0,104.0,6.0,283.0,5392.0,73.91
34127,2018,11,22,22,313.0,701.0,9433.0,6427.0,284.0,1.0,1176.0,2296.0,5051.0,55.0,103.0,6.0,282.0,5174.0,72.1
34128,2018,11,22,23,322.0,666.0,8066.0,6262.0,237.0,182.0,1067.0,1846.0,5050.0,56.0,97.0,6.0,282.0,4862.0,69.67
34129,2018,11,23,0,316.0,654.0,6965.0,6250.0,243.0,211.0,1034.0,1629.0,5050.0,55.0,96.0,6.0,282.0,4767.0,66.66
34130,2018,11,23,1,324.0,618.0,6759.0,6140.0,241.0,404.0,1019.0,1108.0,5050.0,55.0,96.0,6.0,280.0,4310.0,63.62
34131,2018,11,23,2,324.0,622.0,6806.0,6224.0,239.0,602.0,1032.0,1317.0,5051.0,55.0,96.0,5.0,280.0,3860.0,62.16
34132,2018,11,23,3,322.0,610.0,6675.0,6148.0,240.0,162.0,1022.0,1409.0,5052.0,55.0,99.0,6.0,278.0,3717.0,62.08
34133,2018,11,23,4,317.0,620.0,6760.0,6206.0,243.0,1.0,1040.0,1885.0,5052.0,55.0,98.0,5.0,279.0,3796.0,64.93
34134,2018,11,23,5,324.0,605.0,8171.0,6209.0,246.0,1.0,1097.0,1832.0,5051.0,55.0,98.0,7.0,283.0,4108.0,71.24
34135,2018,11,23,6,321.0,592.0,9126.0,6294.0,261.0,1.0,1153.0,3354.0,5050.0,55.0,97.0,5.0,284.0,4571.0,72.9
34136,2018,11,23,7,329.0,571.0,10128.0,6279.0,265.0,1.0,1146.0,3731.0,5051.0,56.0,100.0,29.0,284.0,4732.0,75.11
34137,2018,11,23,8,331.0,487.0,10548.0,6226.0,269.0,1.0,1185.0,4659.0,5051.0,56.0,98.0,329.0,292.0,4749.0,75.96
34138,2018,11,23,9,345.0,299.0,10561.0,6230.0,275.0,1.0,1165.0,4619.0,5053.0,55.0,98.0,805.0,294.0,5412.0,75.91
34139,2018,11,23,10,340.0,119.0,10794.0,6284.0,277.0,1.0,1159.0,4537.0,5052.0,55.0,103.0,1255.0,295.0,5655.0,74.83
34140,2018,11,23,11,345.0,0.0,10704.0,6235.0,280.0,1.0,1152.0,3535.0,5051.0,56.0,103.0,1667.0,297.0,6029.0,75.61
34141,2018,11,23,12,349.0,0.0,10599.0,6276.0,280.0,1.0,1182.0,2982.0,5051.0,57.0,102.0,1852.0,303.0,6339.0,73.96
34142,2018,11,23,13,353.0,0.0,10197.0,6103.0,282.0,1.0,1172.0,1589.0,5052.0,57.0,104.0,1929.0,298.0,6865.0,72.53
34143,2018,11,23,14,355.0,0.0,9961.0,5886.0,278.0,1.0,1158.0,1486.0,5051.0,57.0,109.0,1904.0,297.0,6984.0,69.87
34144,2018,11,23,15,354.0,0.0,10242.0,5879.0,276.0,1.0,1159.0,1525.0,5051.0,56.0,107.0,1528.0,297.0,6572.0,69.88
34145,2018,11,23,16,354.0,0.0,10813.0,6011.0,279.0,1.0,1189.0,2428.0,5051.0,57.0,107.0,706.0,300.0,6196.0,72.95
34146,2018,11,23,17,354.0,0.0,10997.0,6298.0,283.0,1.0,1292.0,3941.0,5052.0,57.0,110.0,96.0,299.0,6217.0,76.17
34147,2018,11,23,18,335.0,0.0,11020.0,6274.0,284.0,1.0,1299.0,4295.0,5052.0,57.0,107.0,12.0,304.0,6450.0,76.57
34148,2018,11,23,19,350.0,0.0,10992.0,6338.0,295.0,1.0,1316.0,4215.0,5053.0,58.0,108.0,10.0,303.0,6476.0,76.09
34149,2018,11,23,20,354.0,0.0,10820.0,6342.0,304.0,1.0,1273.0,3114.0,5054.0,58.0,109.0,8.0,303.0,6579.0,74.7
34150,2018,11,23,21,345.0,0.0,10011.0,6329.0,305.0,1.0,1242.0,1957.0,5053.0,57.0,108.0,5.0,307.0,7109.0,72.42
34151,2018,11,23,22,346.0,0.0,8464.0,6195.0,305.0,1.0,1167.0,1371.0,5051.0,57.0,105.0,6.0,297.0,7358.0,69.53
34152,2018,11,23,23,348.0,0.0,6504.0,6102.0,294.0,1.0,1157.0,1136.0,5050.0,56.0,101.0,6.0,301.0,7244.0,67.37
34153,2018,11,24,0,344.0,0.0,5879.0,5711.0,292.0,1.0,1116.0,1047.0,5048.0,56.0,100.0,5.0,302.0,6931.0,65.39
34154,2018,11,24,1,348.0,0.0,5283.0,5325.0,289.0,126.0,1112.0,1010.0,5049.0,55.0,103.0,6.0,301.0,6534.0,63.55
34155,2018,11,24,2,348.0,0.0,5216.0,4880.0,283.0,211.0,1080.0,838.0,5049.0,56.0,102.0,5.0,300.0,6149.0,59.46
34156,2018,11,24,3,349.0,0.0,5333.0,4558.0,283.0,538.0,1080.0,934.0,5048.0,56.0,101.0,6.0,301.0,5853.0,57.59
34157,2018,11,24,4,355.0,0.0,5471.0,4638.0,278.0,544.0,1091.0,1055.0,5048.0,57.0,99.0,6.0,302.0,5127.0,59.41
34158,2018,11,24,5,362.0,0.0,5869.0,5205.0,275.0,422.0,1099.0,1085.0,5047.0,56.0,98.0,6.0,302.0,4658.0,61.29
34159,2018,11,24,6,359.0,0.0,6194.0,5879.0,276.0,176.0,1129.0,1616.0,5046.0,56.0,99.0,9.0,300.0,4420.0,65.06
34160,2018,11,24,7,363.0,0.0,6337.0,6066.0,271.0,1.0,1145.0,2069.0,5044.0,57.0,103.0,164.0,306.0,4183.0,69.25
34161,2018,11,24,8,365.0,0.0,6590.0,6084.0,270.0,1.0,1189.0,3411.0,5044.0,56.0,105.0,992.0,308.0,3946.0,72.81
34162,2018,11,24,9,365.0,0.0,6944.0,6111.0,268.0,1.0,1203.0,3480.0,5046.0,56.0,103.0,1935.0,305.0,4043.0,73.81
34163,2018,11,24,10,364.0,0.0,6743.0,6074.0,262.0,1.0,1157.0,2857.0,5046.0,55.0,104.0,2582.0,299.0,4591.0,72.4
34164,2018,11,24,11,358.0,0.0,6236.0,5914.0,251.0,1.0,1120.0,1730.0,5047.0,55.0,104.0,2988.0,298.0,5412.0,70.45
34165,2018,11,24,12,365.0,0.0,6221.0,5784.0,232.0,100.0,1110.0,1592.0,5046.0,57.0,105.0,2908.0,294.0,5957.0,68.94
34166,2018,11,24,13,367.0,0.0,6150.0,5608.0,211.0,301.0,1126.0,1414.0,5047.0,57.0,103.0,2676.0,291.0,6329.0,66.36
34167,2018,11,24,14,362.0,0.0,5847.0,5150.0,210.0,441.0,1119.0,1364.0,5047.0,57.0,105.0,2287.0,292.0,6531.0,62.54
34168,2018,11,24,15,367.0,0.0,5948.0,5083.0,200.0,488.0,1142.0,1572.0,5048.0,57.0,103.0,1427.0,291.0,6562.0,62.06
34169,2018,11,24,16,362.0,0.0,6274.0,5466.0,199.0,133.0,1229.0,1640.0,5047.0,58.0,101.0,371.0,293.0,6878.0,63.38
34170,2018,11,24,17,359.0,0.0,6505.0,5973.0,198.0,1.0,1275.0,2587.0,5047.0,59.0,104.0,35.0,296.0,7432.0,72.34
34171,2018,11,24,18,361.0,0.0,6397.0,6051.0,206.0,1.0,1269.0,2575.0,5047.0,58.0,103.0,16.0,289.0,8296.0,73.46
34172,2018,11,24,19,361.0,0.0,6240.0,6002.0,207.0,1.0,1288.0,2171.0,5047.0,59.0,102.0,8.0,296.0,9274.0,72.11
34173,2018,11,24,20,362.0,0.0,5975.0,5965.0,211.0,42.0,1250.0,1547.0,5049.0,58.0,101.0,18.0,298.0,9642.0,68.53
34174,2018,11,24,21,363.0,0.0,6303.0,5648.0,212.0,145.0,1234.0,1467.0,5048.0,58.0,101.0,16.0,300.0,9966.0,65.88
34175,2018,11,24,22,362.0,0.0,6183.0,4936.0,212.0,199.0,1210.0,1206.0,5048.0,57.0,100.0,15.0,298.0,10308.0,60.35
34176,2018,11,24,23,360.0,0.0,5115.0,4497.0,209.0,363.0,1163.0,1316.0,5047.0,56.0,99.0,15.0,297.0,10356.0,58.77
34177,2018,11,25,0,358.0,0.0,4831.0,4299.0,209.0,1132.0,1128.0,980.0,5046.0,56.0,99.0,15.0,298.0,10615.0,56.2
34178,2018,11,25,1,355.0,0.0,4770.0,3977.0,211.0,2057.0,1129.0,944.0,5046.0,56.0,99.0,15.0,294.0,10542.0,54.82
34179,2018,11,25,2,360.0,0.0,4940.0,3779.0,208.0,2596.0,1127.0,953.0,5047.0,57.0,99.0,15.0,292.0,10283.0,53.02
34180,2018,11,25,3,356.0,0.0,4566.0,3509.0,210.0,2857.0,1107.0,897.0,5046.0,57.0,98.0,15.0,295.0,9943.0,53.06
34181,2018,11,25,4,356.0,0.0,4697.0,3491.0,210.0,3087.0,1118.0,921.0,5046.0,56.0,95.0,15.0,297.0,9273.0,52.94
34182,2018,11,25,5,352.0,0.0,5120.0,3677.0,210.0,2459.0,1121.0,1041.0,5046.0,57.0,98.0,15.0,300.0,8173.0,53.98
34183,2018,11,25,6,351.0,0.0,5533.0,4196.0,212.0,732.0,1141.0,1071.0,5047.0,57.0,96.0,15.0,298.0,7667.0,57.24
34184,2018,11,25,7,351.0,0.0,5181.0,4411.0,212.0,398.0,1149.0,969.0,5046.0,57.0,101.0,71.0,292.0,7769.0,59.46
34185,2018,11,25,8,352.0,0.0,5096.0,4754.0,212.0,112.0,1172.0,1252.0,5046.0,56.0,101.0,519.0,292.0,7436.0,64.1
34186,2018,11,25,9,352.0,0.0,4920.0,5263.0,202.0,1.0,1213.0,1353.0,5044.0,57.0,102.0,1079.0,297.0,7247.0,65.82
34187,2018,11,25,10,351.0,0.0,5365.0,5572.0,211.0,1.0,1253.0,1817.0,5043.0,56.0,102.0,1458.0,292.0,6969.0,67.14
34188,2018,11,25,11,347.0,0.0,5119.0,5637.0,211.0,1.0,1215.0,2005.0,5044.0,55.0,102.0,1788.0,294.0,7225.0,69.87
34189,2018,11,25,12,350.0,0.0,5193.0,5650.0,212.0,1.0,1229.0,1598.0,5044.0,55.0,102.0,1745.0,296.0,7504.0,67.84
34190,2018,11,25,13,352.0,0.0,5535.0,5531.0,211.0,1.0,1246.0,1545.0,5043.0,55.0,101.0,1547.0,292.0,7892.0,63.11
34191,2018,11,25,14,351.0,0.0,5686.0,5545.0,211.0,1.0,1244.0,1674.0,5043.0,56.0,101.0,1118.0,291.0,7653.0,62.95
34192,2018,11,25,15,349.0,0.0,5742.0,5551.0,201.0,1.0,1256.0,1597.0,5043.0,57.0,100.0,555.0,294.0,7378.0,65.9
34193,2018,11,25,16,352.0,0.0,5973.0,5674.0,201.0,1.0,1280.0,2654.0,5042.0,57.0,99.0,90.0,299.0,6845.0,71.94
34194,2018,11,25,17,349.0,0.0,6212.0,5730.0,201.0,1.0,1324.0,4397.0,5042.0,56.0,100.0,22.0,299.0,6754.0,75.32
34195,2018,11,25,18,353.0,0.0,6469.0,5783.0,209.0,1.0,1340.0,4686.0,5042.0,57.0,100.0,14.0,298.0,6797.0,75.65
34196,2018,11,25,19,353.0,0.0,6158.0,5692.0,211.0,1.0,1339.0,3891.0,5043.0,58.0,95.0,14.0,294.0,6995.0,75.23
34197,2018,11,25,20,350.0,0.0,5588.0,5716.0,216.0,1.0,1331.0,2663.0,5042.0,58.0,96.0,14.0,299.0,7338.0,70.62
34198,2018,11,25,21,349.0,0.0,5456.0,5472.0,197.0,1.0,1309.0,1893.0,5042.0,57.0,92.0,14.0,296.0,7645.0,66.96
34199,2018,11,25,22,347.0,0.0,5374.0,5119.0,198.0,32.0,1290.0,1558.0,5042.0,57.0,90.0,14.0,297.0,7927.0,62.39
34200,2018,11,25,23,343.0,0.0,4956.0,4697.0,201.0,830.0,1257.0,1264.0,5043.0,57.0,90.0,14.0,295.0,7911.0,56.73
34201,2018,11,26,0,341.0,0.0,4550.0,4230.0,206.0,2367.0,1196.0,911.0,5044.0,57.0,90.0,14.0,290.0,8603.0,53.46
34202,2018,11,26,1,346.0,0.0,4372.0,3774.0,217.0,2962.0,1131.0,973.0,5044.0,57.0,87.0,14.0,285.0,9488.0,51.92
34203,2018,11,26,2,344.0,0.0,4307.0,3575.0,221.0,3290.0,1128.0,931.0,5043.0,56.0,85.0,14.0,279.0,10463.0,50.13
34204,2018,11,26,3,350.0,0.0,4696.0,3705.0,223.0,3273.0,1178.0,1093.0,5041.0,57.0,84.0,14.0,288.0,10848.0,47.05
34205,2018,11,26,4,337.0,0.0,4757.0,3963.0,215.0,2830.0,1189.0,1113.0,5041.0,57.0,82.0,14.0,284.0,10772.0,50.8
34206,2018,11,26,5,337.0,0.0,5097.0,4378.0,222.0,1799.0,1182.0,1356.0,5041.0,57.0,75.0,14.0,289.0,10887.0,54.23
34207,2018,11,26,6,344.0,0.0,5562.0,5203.0,248.0,94.0,1200.0,1927.0,5041.0,58.0,72.0,14.0,291.0,10989.0,58.32
34208,2018,11,26,7,347.0,0.0,5482.0,5622.0,285.0,1.0,1243.0,2704.0,5042.0,59.0,75.0,103.0,293.0,11228.0,65.7
34209,2018,11,26,8,347.0,0.0,5320.0,5933.0,292.0,1.0,1279.0,3150.0,5043.0,59.0,74.0,925.0,286.0,11226.0,69.0
34210,2018,11,26,9,346.0,0.0,5164.0,5991.0,310.0,1.0,1286.0,3383.0,5043.0,57.0,73.0,1934.0,277.0,11273.0,69.32
34211,2018,11,26,10,345.0,0.0,5362.0,5974.0,310.0,1.0,1322.0,2843.0,5043.0,58.0,73.0,2593.0,284.0,11459.0,66.53
34212,2018,11,26,11,347.0,0.0,5574.0,5957.0,311.0,1.0,1339.0,2560.0,5042.0,57.0,74.0,2755.0,290.0,11598.0,64.09
34213,2018,11,26,12,349.0,0.0,5717.0,5921.0,311.0,1.0,1367.0,2591.0,5042.0,56.0,75.0,2594.0,291.0,11705.0,63.51
34214,2018,11,26,13,337.0,0.0,5844.0,5848.0,312.0,1.0,1364.0,1949.0,5042.0,56.0,71.0,2328.0,290.0,11394.0,63.05
34215,2018,11,26,14,346.0,0.0,6046.0,5855.0,301.0,1.0,1347.0,2260.0,5043.0,58.0,76.0,1915.0,289.0,11629.0,64.13
34216,2018,11,26,15,332.0,0.0,6355.0,5937.0,297.0,1.0,1329.0,2033.0,5043.0,59.0,77.0,1191.0,292.0,11536.0,67.49
34217,2018,11,26,16,349.0,0.0,7167.0,6059.0,296.0,1.0,1334.0,2510.0,5043.0,59.0,79.0,312.0,295.0,10865.0,71.07
34218,2018,11,26,17,356.0,0.0,7893.0,6167.0,304.0,1.0,1389.0,3758.0,5042.0,60.0,83.0,32.0,295.0,10563.0,74.52
34219,2018,11,26,18,358.0,0.0,7777.0,6268.0,289.0,1.0,1396.0,4459.0,5041.0,54.0,84.0,23.0,291.0,10492.0,75.45
34220,2018,11,26,19,357.0,0.0,7779.0,6350.0,301.0,1.0,1413.0,5035.0,5043.0,54.0,85.0,20.0,291.0,10214.0,75.97
34221,2018,11,26,20,357.0,0.0,7601.0,6387.0,306.0,1.0,1398.0,4594.0,5044.0,58.0,85.0,22.0,295.0,10061.0,75.87
34222,2018,11,26,21,358.0,0.0,7288.0,6299.0,314.0,1.0,1375.0,3412.0,5042.0,60.0,86.0,23.0,297.0,9647.0,72.19
34223,2018,11,26,22,364.0,0.0,6688.0,6295.0,314.0,1.0,1332.0,2609.0,5043.0,59.0,83.0,22.0,296.0,8777.0,66.98
34224,2018,11,26,23,364.0,0.0,5958.0,6166.0,292.0,1.0,1291.0,2346.0,5043.0,58.0,80.0,22.0,294.0,8341.0,64.81
34225,2018,11,27,0,364.0,0.0,5667.0,5970.0,291.0,1.0,1260.0,1394.0,5043.0,57.0,81.0,23.0,284.0,8063.0,61.75
34226,2018,11,27,1,363.0,0.0,5528.0,5593.0,285.0,85.0,1200.0,1009.0,5043.0,58.0,82.0,23.0,291.0,7812.0,59.5
34227,2018,11,27,2,356.0,0.0,5260.0,5067.0,264.0,1089.0,1128.0,896.0,5044.0,58.0,79.0,22.0,297.0,7661.0,54.6
34228,2018,11,27,3,364.0,0.0,5498.0,4900.0,268.0,1031.0,1141.0,967.0,5045.0,59.0,80.0,23.0,295.0,7593.0,55.04
34229,2018,11,27,4,355.0,0.0,5954.0,5406.0,268.0,130.0,1176.0,950.0,5042.0,59.0,82.0,23.0,284.0,7680.0,59.07
34230,2018,11,27,5,356.0,0.0,7467.0,6176.0,275.0,1.0,1239.0,1654.0,5039.0,58.0,83.0,23.0,283.0,7521.0,66.85
34231,2018,11,27,6,358.0,0.0,9148.0,6547.0,286.0,1.0,1270.0,2240.0,5040.0,59.0,83.0,22.0,283.0,7605.0,70.64
34232,2018,11,27,7,360.0,0.0,10260.0,6655.0,284.0,1.0,1281.0,3051.0,5039.0,58.0,83.0,128.0,283.0,7365.0,73.06
34233,2018,11,27,8,360.0,0.0,10863.0,6694.0,299.0,1.0,1297.0,3273.0,5039.0,58.0,82.0,882.0,284.0,6942.0,73.61
34234,2018,11,27,9,355.0,0.0,10889.0,6398.0,304.0,1.0,1318.0,3612.0,5035.0,57.0,82.0,1855.0,279.0,6330.0,73.72
34235,2018,11,27,10,356.0,0.0,10845.0,6388.0,308.0,1.0,1285.0,3572.0,5036.0,58.0,84.0,2588.0,272.0,5955.0,73.18
34236,2018,11,27,11,352.0,0.0,10625.0,6366.0,311.0,1.0,1269.0,2609.0,5030.0,58.0,88.0,3070.0,265.0,6355.0,73.02
34237,2018,11,27,12,351.0,0.0,10378.0,6347.0,313.0,2.0,1339.0,2042.0,5028.0,59.0,89.0,3231.0,271.0,6459.0,72.92
34238,2018,11,27,13,352.0,0.0,10263.0,6350.0,316.0,1.0,1286.0,1773.0,5026.0,58.0,94.0,3171.0,269.0,6575.0,72.26
34239,2018,11,27,14,353.0,0.0,10327.0,6289.0,311.0,1.0,1245.0,1575.0,5027.0,57.0,95.0,2945.0,272.0,6454.0,72.44
34240,2018,11,27,15,370.0,0.0,10323.0,6136.0,317.0,1.0,1252.0,1913.0,5026.0,57.0,95.0,2209.0,273.0,6191.0,73.02
34241,2018,11,27,16,363.0,0.0,10813.0,6209.0,304.0,1.0,1328.0,3156.0,5026.0,57.0,97.0,854.0,274.0,6305.0,73.9
34242,2018,11,27,17,365.0,0.0,11297.0,6290.0,313.0,1.0,1383.0,4109.0,5038.0,57.0,98.0,171.0,279.0,6766.0,76.74
34243,2018,11,27,18,359.0,0.0,11594.0,6364.0,318.0,1.0,1425.0,4794.0,5039.0,59.0,97.0,90.0,283.0,6896.0,77.83
34244,2018,11,27,19,365.0,0.0,11230.0,6299.0,320.0,1.0,1403.0,4290.0,5042.0,58.0,99.0,76.0,281.0,6826.0,77.01
34245,2018,11,27,20,362.0,0.0,10514.0,6254.0,321.0,1.0,1321.0,2836.0,5043.0,58.0,98.0,76.0,282.0,6642.0,73.86
34246,2018,11,27,21,333.0,0.0,9358.0,6241.0,320.0,1.0,1320.0,2285.0,5044.0,59.0,99.0,72.0,281.0,6456.0,68.18
34247,2018,11,27,22,308.0,0.0,7670.0,5994.0,312.0,1.0,1288.0,1748.0,5045.0,58.0,98.0,69.0,285.0,6230.0,63.8
34248,2018,11,27,23,304.0,0.0,5991.0,5406.0,300.0,14.0,1186.0,1404.0,5045.0,57.0,93.0,71.0,283.0,6291.0,61.57
34249,2018,11,28,0,322.0,0.0,5506.0,4701.0,287.0,495.0,1128.0,1074.0,5046.0,57.0,93.0,71.0,285.0,6438.0,55.24
34250,2018,11,28,1,325.0,0.0,5378.0,4338.0,281.0,1149.0,1122.0,1008.0,5045.0,57.0,94.0,71.0,286.0,6565.0,52.98
34251,2018,11,28,2,323.0,0.0,5343.0,4011.0,281.0,1152.0,1118.0,1038.0,5045.0,57.0,91.0,71.0,288.0,6586.0,51.7
34252,2018,11,28,3,325.0,0.0,5275.0,3947.0,273.0,1096.0,1113.0,956.0,5045.0,57.0,91.0,72.0,289.0,6567.0,51.34
34253,2018,11,28,4,324.0,0.0,5600.0,4169.0,275.0,1002.0,1124.0,1060.0,5044.0,57.0,93.0,71.0,284.0,6475.0,52.38
34254,2018,11,28,5,321.0,0.0,7149.0,4923.0,279.0,18.0,1171.0,1320.0,5043.0,58.0,94.0,71.0,282.0,6524.0,62.3
34255,2018,11,28,6,323.0,0.0,8922.0,5940.0,291.0,1.0,1237.0,2856.0,5043.0,59.0,95.0,71.0,285.0,6435.0,70.57
34256,2018,11,28,7,340.0,0.0,9812.0,6319.0,302.0,1.0,1265.0,3951.0,5044.0,59.0,97.0,201.0,282.0,6250.0,73.58
34257,2018,11,28,8,359.0,0.0,10473.0,6361.0,309.0,1.0,1234.0,3091.0,5044.0,58.0,93.0,1134.0,286.0,5963.0,72.53
34258,2018,11,28,9,375.0,0.0,10128.0,6360.0,303.0,1.0,1231.0,2483.0,5043.0,57.0,93.0,2216.0,285.0,5597.0,72.1
34259,2018,11,28,10,377.0,0.0,10160.0,6282.0,306.0,1.0,1253.0,2785.0,5041.0,58.0,97.0,3181.0,284.0,5113.0,71.13
34260,2018,11,28,11,380.0,0.0,9971.0,6287.0,307.0,1.0,1238.0,2244.0,5043.0,58.0,97.0,3524.0,279.0,4992.0,70.25
34261,2018,11,28,12,382.0,0.0,9882.0,5935.0,311.0,1.0,1241.0,2243.0,5042.0,57.0,99.0,3540.0,282.0,5060.0,70.18
34262,2018,11,28,13,379.0,0.0,9970.0,5972.0,310.0,1.0,1262.0,1932.0,5040.0,57.0,103.0,3369.0,272.0,4829.0,70.22
34263,2018,11,28,14,379.0,0.0,10797.0,6053.0,300.0,1.0,1276.0,2032.0,5040.0,58.0,103.0,3147.0,271.0,4688.0,70.64
34264,2018,11,28,15,378.0,0.0,10704.0,6173.0,300.0,1.0,1299.0,2145.0,5042.0,58.0,103.0,2296.0,265.0,4591.0,71.91
34265,2018,11,28,16,378.0,0.0,11030.0,6328.0,271.0,1.0,1310.0,3382.0,5043.0,58.0,103.0,864.0,271.0,4720.0,74.72
34266,2018,11,28,17,383.0,0.0,11723.0,6460.0,303.0,0.0,1328.0,5187.0,5043.0,58.0,102.0,252.0,272.0,4982.0,77.09
34267,2018,11,28,18,372.0,0.0,11463.0,6512.0,305.0,1.0,1345.0,4677.0,5045.0,58.0,98.0,189.0,274.0,4965.0,76.08
34268,2018,11,28,19,366.0,0.0,10799.0,6527.0,315.0,1.0,1313.0,3391.0,5046.0,59.0,91.0,82.0,273.0,5149.0,74.34
34269,2018,11,28,20,351.0,0.0,10832.0,6503.0,317.0,1.0,1298.0,2913.0,5047.0,58.0,87.0,80.0,273.0,5456.0,73.71
34270,2018,11,28,21,338.0,0.0,9463.0,6306.0,316.0,1.0,1302.0,2078.0,5046.0,57.0,86.0,80.0,279.0,5625.0,65.87
34271,2018,11,28,22,338.0,0.0,7963.0,5892.0,315.0,1.0,1268.0,1113.0,5044.0,57.0,84.0,73.0,288.0,5626.0,62.62
34272,2018,11,28,23,343.0,0.0,6843.0,5300.0,308.0,1.0,1212.0,1188.0,5043.0,57.0,82.0,64.0,291.0,5723.0,59.54
34273,2018,11,29,0,342.0,0.0,5884.0,4656.0,289.0,164.0,1161.0,1229.0,5043.0,56.0,83.0,64.0,295.0,6010.0,55.36
34274,2018,11,29,1,344.0,0.0,5056.0,4326.0,273.0,1128.0,1143.0,1290.0,5043.0,55.0,84.0,63.0,300.0,6078.0,53.03
34275,2018,11,29,2,337.0,0.0,5003.0,4245.0,258.0,1267.0,1150.0,1355.0,5042.0,56.0,82.0,64.0,298.0,6031.0,50.3
34276,2018,11,29,3,345.0,0.0,5078.0,4302.0,241.0,1410.0,1178.0,1371.0,5040.0,57.0,82.0,63.0,287.0,5693.0,50.08
34277,2018,11,29,4,353.0,0.0,5238.0,4633.0,241.0,651.0,1190.0,1212.0,5039.0,56.0,86.0,62.0,291.0,5620.0,53.02
34278,2018,11,29,5,353.0,0.0,6856.0,5664.0,257.0,20.0,1196.0,2167.0,5037.0,57.0,80.0,62.0,295.0,5521.0,62.39
34279,2018,11,29,6,345.0,0.0,8150.0,6209.0,287.0,1.0,1221.0,3186.0,5037.0,60.0,79.0,62.0,295.0,5518.0,68.17
34280,2018,11,29,7,348.0,0.0,9400.0,6479.0,298.0,0.0,1248.0,3740.0,5038.0,64.0,82.0,198.0,298.0,5721.0,72.02
