,Year,Month,Day,Hour,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,price actual
33064,2018,10,9,15,367.0,760.0,6501.0,4894.0,312.0,0.0,815.0,1981.0,6934.0,57.0,110.0,3744.0,318.0,2896.0,79.36
33065,2018,10,9,16,365.0,760.0,7364.0,4943.0,310.0,0.0,825.0,1473.0,6939.0,57.0,110.0,3120.0,317.0,3512.0,77.72
33066,2018,10,9,17,367.0,760.0,7607.0,4945.0,312.0,0.0,853.0,3221.0,6943.0,57.0,109.0,1964.0,325.0,3870.0,81.55
33067,2018,10,9,18,369.0,760.0,7912.0,4957.0,312.0,0.0,873.0,4079.0,6947.0,56.0,110.0,873.0,324.0,3925.0,84.42
33068,2018,10,9,19,368.0,760.0,7659.0,4934.0,314.0,0.0,851.0,2953.0,6954.0,56.0,112.0,628.0,327.0,4250.0,84.16
33069,2018,10,9,20,369.0,759.0,5890.0,4844.0,314.0,0.0,850.0,2128.0,6948.0,56.0,98.0,545.0,316.0,4347.0,74.74
33070,2018,10,9,21,366.0,740.0,5040.0,4739.0,312.0,28.0,815.0,1445.0,6944.0,56.0,99.0,512.0,313.0,4274.0,67.87
33071,2018,10,9,22,365.0,745.0,4538.0,4731.0,315.0,0.0,528.0,604.0,7024.0,54.0,103.0,39.0,326.0,4519.0,65.15
33072,2018,10,9,23,365.0,747.0,4243.0,4355.0,311.0,64.0,515.0,458.0,7025.0,55.0,103.0,32.0,324.0,4558.0,62.35
33073,2018,10,10,0,371.0,760.0,4453.0,4161.0,302.0,294.0,520.0,543.0,7025.0,54.0,102.0,26.0,325.0,4304.0,60.92
33074,2018,10,10,1,370.0,735.0,4791.0,4472.0,297.0,199.0,519.0,555.0,7026.0,55.0,103.0,16.0,321.0,3989.0,59.93
33075,2018,10,10,2,372.0,764.0,4861.0,4856.0,297.0,196.0,525.0,438.0,7025.0,54.0,105.0,17.0,319.0,3838.0,60.38
33076,2018,10,10,3,370.0,744.0,4713.0,4519.0,301.0,196.0,522.0,430.0,7025.0,55.0,105.0,14.0,318.0,3587.0,60.01
33077,2018,10,10,4,369.0,733.0,6549.0,5222.0,300.0,24.0,548.0,1722.0,7025.0,55.0,106.0,13.0,311.0,3444.0,74.54
33078,2018,10,10,5,371.0,762.0,7569.0,5368.0,323.0,0.0,582.0,2376.0,7025.0,58.0,112.0,13.0,317.0,3442.0,79.2
33079,2018,10,10,6,374.0,762.0,7767.0,5474.0,326.0,13.0,584.0,2848.0,7023.0,60.0,112.0,48.0,332.0,3527.0,82.13
33080,2018,10,10,7,366.0,742.0,7919.0,5547.0,315.0,0.0,608.0,3633.0,7020.0,62.0,109.0,586.0,328.0,3258.0,82.15
33081,2018,10,10,8,364.0,743.0,7915.0,5554.0,325.0,0.0,607.0,3724.0,7018.0,60.0,112.0,1340.0,332.0,3147.0,82.84
33082,2018,10,10,9,368.0,740.0,7808.0,5545.0,324.0,0.0,590.0,2984.0,7018.0,56.0,112.0,2257.0,330.0,3473.0,80.21
33083,2018,10,10,10,353.0,738.0,7869.0,5542.0,318.0,12.0,583.0,1989.0,7020.0,60.0,111.0,2631.0,314.0,4057.0,78.47
33084,2018,10,10,11,315.0,738.0,7307.0,5502.0,322.0,0.0,554.0,913.0,7020.0,62.0,107.0,2801.0,321.0,4751.0,75.22
33085,2018,10,10,12,327.0,708.0,6282.0,5176.0,330.0,50.0,544.0,667.0,7019.0,61.0,105.0,2824.0,315.0,5538.0,71.1
33086,2018,10,10,13,341.0,687.0,6191.0,4835.0,326.0,276.0,548.0,844.0,7019.0,62.0,105.0,2705.0,311.0,5876.0,66.85
33087,2018,10,10,14,342.0,733.0,6220.0,4804.0,326.0,159.0,542.0,887.0,7019.0,59.0,102.0,2548.0,314.0,6054.0,66.33
33088,2018,10,10,15,342.0,749.0,7025.0,5215.0,328.0,0.0,545.0,952.0,7019.0,56.0,105.0,2367.0,308.0,6364.0,74.72
33089,2018,10,10,16,342.0,766.0,7480.0,5252.0,328.0,0.0,557.0,1022.0,7019.0,62.0,107.0,1592.0,310.0,6021.0,75.91
33090,2018,10,10,17,339.0,746.0,8434.0,5476.0,321.0,0.0,586.0,2330.0,7018.0,62.0,109.0,397.0,316.0,5181.0,79.49
33091,2018,10,10,18,342.0,756.0,8742.0,5567.0,326.0,13.0,582.0,2562.0,7018.0,60.0,108.0,23.0,319.0,5621.0,80.83
33092,2018,10,10,19,356.0,764.0,8051.0,5462.0,330.0,0.0,570.0,1968.0,7020.0,56.0,107.0,12.0,321.0,6296.0,78.51
33093,2018,10,10,20,367.0,729.0,5990.0,5215.0,327.0,0.0,566.0,1196.0,7022.0,55.0,103.0,12.0,320.0,6874.0,70.21
33094,2018,10,10,21,370.0,690.0,4560.0,4766.0,334.0,0.0,555.0,906.0,7022.0,55.0,107.0,12.0,321.0,7163.0,65.47
33095,2018,10,10,22,297.0,294.0,4526.0,2124.0,267.0,439.0,1255.0,1296.0,5072.0,50.0,97.0,16.0,290.0,11911.0,59.92
33096,2018,10,10,23,303.0,105.0,4087.0,1527.0,265.0,1182.0,1271.0,924.0,5051.0,51.0,96.0,17.0,288.0,12191.0,57.01
33097,2018,10,11,0,305.0,0.0,4153.0,1230.0,257.0,2057.0,1265.0,901.0,5012.0,50.0,98.0,17.0,288.0,12360.0,53.42
33098,2018,10,11,1,297.0,0.0,4101.0,1069.0,249.0,3112.0,1214.0,892.0,4915.0,51.0,96.0,16.0,285.0,12376.0,53.07
33099,2018,10,11,2,296.0,0.0,4207.0,1069.0,246.0,3237.0,1235.0,970.0,4762.0,51.0,95.0,16.0,288.0,12327.0,52.84
33100,2018,10,11,3,296.0,0.0,4323.0,1103.0,229.0,3121.0,1259.0,900.0,4641.0,51.0,93.0,16.0,287.0,12177.0,54.45
33101,2018,10,11,4,298.0,0.0,3998.0,1031.0,226.0,2859.0,1282.0,993.0,4605.0,51.0,95.0,17.0,290.0,12317.0,60.79
33102,2018,10,11,5,311.0,0.0,4355.0,1080.0,228.0,1991.0,1311.0,1302.0,4606.0,51.0,93.0,17.0,292.0,12101.0,74.3
33103,2018,10,11,6,317.0,0.0,4337.0,1235.0,216.0,982.0,1319.0,1172.0,4619.0,51.0,98.0,163.0,295.0,11892.0,78.11
33104,2018,10,11,7,321.0,0.0,4468.0,1528.0,219.0,173.0,1341.0,1576.0,4621.0,51.0,99.0,523.0,303.0,11746.0,78.86
33105,2018,10,11,8,332.0,0.0,4411.0,1604.0,224.0,1.0,1344.0,1971.0,4630.0,51.0,99.0,909.0,301.0,11477.0,78.32
33106,2018,10,11,9,332.0,0.0,4340.0,1721.0,222.0,1.0,1360.0,2493.0,4656.0,51.0,98.0,1180.0,287.0,11251.0,77.34
33107,2018,10,11,10,333.0,0.0,4223.0,1722.0,222.0,1.0,1361.0,2646.0,4676.0,51.0,98.0,1242.0,282.0,11579.0,76.18
33108,2018,10,11,11,337.0,0.0,4250.0,1653.0,222.0,1.0,1369.0,2257.0,4701.0,51.0,95.0,1256.0,307.0,12064.0,73.31
33109,2018,10,11,12,332.0,0.0,4113.0,1621.0,212.0,94.0,1359.0,1615.0,4719.0,51.0,93.0,1230.0,309.0,12523.0,68.52
33110,2018,10,11,13,330.0,0.0,4282.0,1605.0,210.0,301.0,1410.0,1449.0,4738.0,51.0,95.0,1014.0,310.0,12314.0,67.42
33111,2018,10,11,14,341.0,0.0,4253.0,1520.0,216.0,181.0,1419.0,1321.0,4756.0,51.0,97.0,602.0,314.0,12397.0,70.17
33112,2018,10,11,15,342.0,0.0,4804.0,1635.0,221.0,14.0,1422.0,1934.0,4776.0,51.0,98.0,189.0,315.0,12081.0,78.21
33113,2018,10,11,16,343.0,0.0,4946.0,1738.0,211.0,40.0,1458.0,3997.0,4795.0,51.0,99.0,21.0,315.0,11907.0,79.57
33114,2018,10,11,17,345.0,0.0,4953.0,1801.0,225.0,0.0,1455.0,3636.0,4817.0,51.0,97.0,17.0,314.0,11695.0,81.93
33115,2018,10,11,18,343.0,0.0,4880.0,1809.0,225.0,1.0,1466.0,2746.0,4835.0,52.0,97.0,17.0,316.0,11181.0,83.03
33116,2018,10,11,19,342.0,0.0,4474.0,1777.0,225.0,1.0,1456.0,2726.0,4854.0,52.0,94.0,16.0,317.0,10859.0,79.73
33117,2018,10,11,20,342.0,0.0,4334.0,1706.0,225.0,1.0,1454.0,2285.0,4875.0,51.0,97.0,17.0,314.0,10585.0,75.66
33118,2018,10,11,21,341.0,0.0,4380.0,1565.0,226.0,164.0,1435.0,1788.0,4896.0,50.0,92.0,17.0,315.0,10363.0,70.07
33119,2018,10,11,22,344.0,0.0,4656.0,3646.0,227.0,203.0,1048.0,914.0,6047.0,57.0,81.0,42.0,273.0,6217.0,61.02
33120,2018,10,11,23,346.0,0.0,4489.0,3095.0,229.0,370.0,1042.0,801.0,6047.0,56.0,81.0,40.0,276.0,6174.0,58.6
33121,2018,10,12,0,350.0,0.0,4533.0,2859.0,232.0,683.0,1031.0,816.0,6048.0,56.0,81.0,26.0,273.0,5906.0,56.1
33122,2018,10,12,1,347.0,2.0,4687.0,2549.0,232.0,1031.0,1023.0,724.0,6045.0,57.0,81.0,23.0,272.0,5689.0,54.82
33123,2018,10,12,2,343.0,34.0,4594.0,2596.0,234.0,793.0,1028.0,729.0,6044.0,57.0,81.0,25.0,268.0,5480.0,54.53
33124,2018,10,12,3,344.0,99.0,4792.0,3053.0,235.0,777.0,1031.0,734.0,6045.0,58.0,82.0,24.0,269.0,5253.0,54.58
33125,2018,10,12,4,344.0,151.0,5815.0,3690.0,235.0,198.0,1023.0,844.0,6045.0,59.0,81.0,23.0,268.0,5366.0,60.89
33126,2018,10,12,5,343.0,267.0,7067.0,4603.0,242.0,1.0,1013.0,1472.0,6047.0,59.0,82.0,22.0,265.0,5388.0,68.98
33127,2018,10,12,6,341.0,411.0,8084.0,5080.0,274.0,1.0,1046.0,1759.0,6049.0,60.0,83.0,100.0,256.0,5299.0,72.24
33128,2018,10,12,7,339.0,544.0,8894.0,5125.0,278.0,1.0,1063.0,1644.0,6049.0,59.0,84.0,912.0,254.0,5170.0,73.85
33129,2018,10,12,8,338.0,586.0,8774.0,5069.0,270.0,1.0,1045.0,1637.0,6050.0,61.0,83.0,2025.0,248.0,4708.0,73.27
33130,2018,10,12,9,328.0,643.0,8752.0,5014.0,275.0,67.0,1029.0,1359.0,6050.0,64.0,83.0,3109.0,250.0,4297.0,71.42
33131,2018,10,12,10,349.0,661.0,8832.0,4978.0,273.0,322.0,1050.0,1325.0,6051.0,67.0,85.0,3498.0,252.0,3804.0,69.58
33132,2018,10,12,11,353.0,667.0,8935.0,5002.0,265.0,8.0,1064.0,1392.0,6051.0,66.0,90.0,3507.0,263.0,3408.0,63.12
33133,2018,10,12,12,350.0,657.0,8725.0,4867.0,258.0,87.0,1075.0,1115.0,6049.0,66.0,91.0,3333.0,259.0,3073.0,62.28
33134,2018,10,12,13,353.0,642.0,9092.0,4815.0,264.0,87.0,1101.0,1225.0,6046.0,66.0,89.0,2912.0,250.0,2894.0,60.42
33135,2018,10,12,14,361.0,655.0,9199.0,5016.0,269.0,1.0,1114.0,1686.0,6045.0,66.0,94.0,1933.0,256.0,2755.0,62.05
33136,2018,10,12,15,364.0,664.0,9549.0,5065.0,276.0,1.0,1166.0,3351.0,6048.0,66.0,95.0,659.0,260.0,2908.0,71.79
33137,2018,10,12,16,363.0,701.0,10018.0,5202.0,282.0,0.0,1209.0,4929.0,6047.0,68.0,96.0,135.0,266.0,3027.0,72.93
33138,2018,10,12,17,366.0,698.0,10191.0,5118.0,283.0,1.0,1227.0,4436.0,6050.0,69.0,98.0,91.0,270.0,2978.0,76.6
33139,2018,10,12,18,359.0,683.0,10224.0,5172.0,290.0,1.0,1226.0,3933.0,6051.0,67.0,98.0,75.0,276.0,2684.0,79.25
33140,2018,10,12,19,362.0,681.0,9963.0,5175.0,297.0,1.0,1181.0,3727.0,6051.0,66.0,100.0,42.0,263.0,2381.0,76.56
33141,2018,10,12,20,360.0,700.0,9787.0,5079.0,307.0,1.0,1164.0,2538.0,6052.0,59.0,101.0,33.0,266.0,2079.0,72.79
33142,2018,10,12,21,362.0,701.0,8950.0,4932.0,308.0,1.0,1156.0,2078.0,6052.0,58.0,100.0,33.0,273.0,1902.0,66.5
33143,2018,10,12,22,319.0,725.0,4128.0,3111.0,294.0,262.0,556.0,775.0,6992.0,57.0,89.0,24.0,295.0,5122.0,67.76
33144,2018,10,12,23,317.0,588.0,4014.0,3002.0,291.0,485.0,542.0,641.0,6995.0,57.0,88.0,4.0,299.0,5217.0,61.1
33145,2018,10,13,0,319.0,569.0,3743.0,2817.0,278.0,1156.0,518.0,323.0,6998.0,57.0,84.0,4.0,303.0,5565.0,58.53
33146,2018,10,13,1,310.0,572.0,3993.0,2750.0,262.0,1997.0,510.0,428.0,6998.0,57.0,85.0,4.0,299.0,6135.0,58.82
33147,2018,10,13,2,313.0,568.0,3889.0,2517.0,264.0,2363.0,506.0,335.0,7005.0,58.0,87.0,4.0,307.0,6500.0,58.64
33148,2018,10,13,3,315.0,568.0,4013.0,2455.0,260.0,2522.0,504.0,310.0,7005.0,57.0,86.0,4.0,313.0,6650.0,58.22
33149,2018,10,13,4,312.0,567.0,4047.0,2747.0,256.0,2190.0,501.0,374.0,7002.0,56.0,84.0,4.0,311.0,6651.0,59.89
33150,2018,10,13,5,309.0,672.0,4288.0,2962.0,254.0,503.0,510.0,483.0,7001.0,56.0,84.0,4.0,310.0,6695.0,63.1
33151,2018,10,13,6,314.0,662.0,4268.0,2904.0,249.0,197.0,516.0,766.0,7002.0,56.0,86.0,67.0,308.0,6587.0,67.73
33152,2018,10,13,7,307.0,643.0,4234.0,2920.0,249.0,462.0,546.0,1201.0,7000.0,56.0,87.0,814.0,309.0,6356.0,70.76
33153,2018,10,13,8,311.0,670.0,4195.0,3102.0,249.0,348.0,552.0,1425.0,6999.0,56.0,88.0,1960.0,312.0,6040.0,70.24
33154,2018,10,13,9,311.0,657.0,3856.0,2868.0,248.0,282.0,539.0,1090.0,6997.0,56.0,87.0,3503.0,315.0,6284.0,66.77
33155,2018,10,13,10,308.0,658.0,3757.0,2681.0,247.0,494.0,526.0,816.0,6994.0,56.0,94.0,4417.0,312.0,6594.0,64.81
33156,2018,10,13,11,307.0,654.0,3785.0,2641.0,248.0,620.0,532.0,627.0,6991.0,57.0,96.0,4705.0,311.0,6757.0,64.63
33157,2018,10,13,12,309.0,659.0,3963.0,2699.0,239.0,808.0,525.0,577.0,6987.0,57.0,100.0,4708.0,318.0,6883.0,63.59
33158,2018,10,13,13,304.0,581.0,3818.0,2665.0,240.0,1555.0,511.0,520.0,6978.0,57.0,101.0,4552.0,320.0,7077.0,60.66
33159,2018,10,13,14,298.0,574.0,3870.0,2663.0,241.0,1959.0,514.0,618.0,6981.0,57.0,100.0,4250.0,320.0,7304.0,61.27
33160,2018,10,13,15,302.0,651.0,4291.0,2790.0,233.0,1121.0,535.0,723.0,6983.0,57.0,101.0,3385.0,321.0,7377.0,65.24
33161,2018,10,13,16,301.0,678.0,5369.0,3021.0,239.0,533.0,565.0,1506.0,6983.0,57.0,100.0,1887.0,324.0,6976.0,69.4
33162,2018,10,13,17,308.0,701.0,6502.0,3232.0,260.0,0.0,570.0,2464.0,6983.0,57.0,99.0,644.0,324.0,6593.0,78.45
33163,2018,10,13,18,310.0,761.0,6796.0,3293.0,271.0,16.0,587.0,3177.0,6985.0,57.0,99.0,415.0,327.0,6866.0,82.49
33164,2018,10,13,19,310.0,670.0,5781.0,2947.0,263.0,635.0,593.0,1775.0,6987.0,57.0,101.0,322.0,324.0,7990.0,79.91
33165,2018,10,13,20,306.0,563.0,4007.0,2674.0,250.0,1166.0,578.0,1397.0,6989.0,56.0,99.0,258.0,320.0,9081.0,74.79
33166,2018,10,13,21,301.0,531.0,3638.0,2318.0,249.0,1971.0,553.0,1102.0,6990.0,55.0,99.0,199.0,321.0,9634.0,73.75
33167,2018,10,13,22,299.0,470.0,3740.0,1837.0,242.0,2826.0,539.0,996.0,6990.0,56.0,100.0,90.0,319.0,9642.0,59.0
33168,2018,10,13,23,296.0,375.0,3583.0,1685.0,248.0,2952.0,510.0,502.0,6988.0,57.0,99.0,22.0,313.0,9508.0,57.04
33169,2018,10,14,0,300.0,375.0,3917.0,1668.0,248.0,3382.0,517.0,607.0,6984.0,57.0,99.0,21.0,309.0,9042.0,55.78
33170,2018,10,14,1,300.0,375.0,3772.0,1622.0,248.0,3419.0,509.0,374.0,6984.0,58.0,100.0,21.0,308.0,9294.0,54.06
33171,2018,10,14,2,290.0,375.0,3781.0,1651.0,243.0,3133.0,516.0,458.0,6981.0,58.0,98.0,20.0,314.0,8762.0,53.48
33172,2018,10,14,3,288.0,375.0,3998.0,1770.0,247.0,3022.0,528.0,679.0,6983.0,58.0,98.0,20.0,308.0,8746.0,47.62
33173,2018,10,14,4,289.0,375.0,3687.0,1667.0,249.0,2950.0,519.0,348.0,6984.0,58.0,99.0,19.0,316.0,9390.0,44.68
33174,2018,10,14,5,291.0,375.0,3927.0,1767.0,250.0,2990.0,555.0,606.0,6985.0,58.0,97.0,19.0,315.0,9035.0,47.18
33175,2018,10,14,6,286.0,375.0,3788.0,1862.0,244.0,2950.0,594.0,853.0,6987.0,59.0,96.0,43.0,315.0,9475.0,48.11
33176,2018,10,14,7,295.0,375.0,4108.0,1961.0,250.0,3072.0,621.0,1375.0,6987.0,59.0,97.0,396.0,318.0,8618.0,58.75
33177,2018,10,14,8,301.0,375.0,3617.0,1986.0,249.0,2397.0,629.0,1270.0,6985.0,58.0,98.0,985.0,311.0,8638.0,57.96
33178,2018,10,14,9,302.0,375.0,3397.0,1977.0,249.0,2277.0,634.0,857.0,6984.0,58.0,97.0,1662.0,308.0,9306.0,57.0
33179,2018,10,14,10,302.0,377.0,3593.0,2020.0,249.0,2595.0,656.0,1072.0,6988.0,58.0,97.0,1883.0,301.0,9329.0,58.02
33180,2018,10,14,11,302.0,466.0,3838.0,2189.0,248.0,1834.0,676.0,1054.0,6991.0,58.0,98.0,1967.0,311.0,8157.0,60.69
33181,2018,10,14,12,299.0,477.0,3687.0,2430.0,248.0,1343.0,660.0,709.0,6993.0,57.0,100.0,1915.0,312.0,7788.0,61.32
33182,2018,10,14,13,298.0,472.0,3551.0,2262.0,247.0,2500.0,651.0,582.0,6994.0,57.0,96.0,2010.0,310.0,8401.0,58.82
33183,2018,10,14,14,302.0,389.0,3419.0,1846.0,245.0,2837.0,651.0,582.0,7005.0,57.0,98.0,1939.0,308.0,8665.0,57.07
33184,2018,10,14,15,308.0,414.0,3884.0,2113.0,247.0,2705.0,688.0,923.0,7023.0,58.0,98.0,1432.0,307.0,8641.0,60.65
33185,2018,10,14,16,306.0,587.0,4385.0,2463.0,248.0,701.0,695.0,1676.0,7025.0,59.0,98.0,878.0,315.0,8108.0,61.15
33186,2018,10,14,17,308.0,684.0,5429.0,2644.0,248.0,354.0,728.0,3215.0,7027.0,60.0,95.0,328.0,326.0,7306.0,73.77
33187,2018,10,14,18,314.0,742.0,5647.0,2707.0,249.0,201.0,796.0,3705.0,7028.0,59.0,97.0,172.0,329.0,7300.0,80.63
33188,2018,10,14,19,312.0,765.0,5796.0,2774.0,250.0,317.0,800.0,2565.0,7029.0,60.0,97.0,114.0,324.0,7309.0,78.13
33189,2018,10,14,20,311.0,733.0,4683.0,2635.0,254.0,568.0,787.0,2022.0,7025.0,61.0,95.0,67.0,326.0,7747.0,76.61
33190,2018,10,14,21,311.0,721.0,4057.0,2420.0,256.0,901.0,790.0,1093.0,7025.0,61.0,93.0,66.0,328.0,8428.0,71.68
33191,2018,10,14,22,306.0,728.0,3649.0,1991.0,256.0,1466.0,683.0,950.0,7033.0,60.0,88.0,66.0,322.0,9403.0,55.37
33192,2018,10,14,23,306.0,632.0,3474.0,1777.0,254.0,1858.0,674.0,686.0,7034.0,60.0,89.0,66.0,323.0,9822.0,44.64
33193,2018,10,15,0,308.0,580.0,3530.0,1730.0,255.0,2706.0,667.0,739.0,7037.0,61.0,88.0,66.0,322.0,10279.0,40.98
33194,2018,10,15,1,307.0,590.0,3477.0,1765.0,254.0,3204.0,685.0,638.0,7040.0,60.0,86.0,66.0,320.0,9902.0,40.81
33195,2018,10,15,2,308.0,568.0,3523.0,2078.0,249.0,3626.0,670.0,713.0,7041.0,61.0,87.0,66.0,317.0,9904.0,37.76
33196,2018,10,15,3,310.0,600.0,3758.0,2666.0,255.0,2750.0,672.0,899.0,7041.0,59.0,89.0,66.0,319.0,9658.0,46.69
33197,2018,10,15,4,310.0,602.0,4238.0,3001.0,254.0,1402.0,676.0,1412.0,7043.0,59.0,92.0,66.0,319.0,8942.0,55.35
33198,2018,10,15,5,307.0,714.0,5120.0,3574.0,263.0,463.0,686.0,1531.0,7049.0,61.0,89.0,65.0,322.0,8491.0,60.86
33199,2018,10,15,6,313.0,757.0,5752.0,4225.0,298.0,0.0,676.0,1735.0,7050.0,60.0,90.0,114.0,327.0,7969.0,69.13
33200,2018,10,15,7,321.0,760.0,6439.0,4401.0,320.0,0.0,695.0,1814.0,7052.0,59.0,90.0,695.0,332.0,7125.0,70.43
33201,2018,10,15,8,321.0,762.0,6767.0,4670.0,325.0,0.0,710.0,2198.0,7053.0,60.0,87.0,1368.0,335.0,6374.0,71.69
33202,2018,10,15,9,318.0,641.0,7475.0,4935.0,328.0,0.0,731.0,2083.0,7051.0,59.0,89.0,1857.0,334.0,6031.0,71.82
33203,2018,10,15,10,318.0,597.0,7990.0,5015.0,326.0,0.0,765.0,2060.0,7052.0,59.0,90.0,2031.0,326.0,5727.0,75.24
33204,2018,10,15,11,322.0,597.0,8240.0,5042.0,327.0,0.0,741.0,2084.0,7054.0,58.0,88.0,2093.0,318.0,5161.0,75.73
33205,2018,10,15,12,318.0,596.0,8730.0,4831.0,324.0,2.0,729.0,1783.0,7055.0,61.0,89.0,2064.0,317.0,4749.0,74.92
33206,2018,10,15,13,312.0,600.0,8753.0,5081.0,324.0,0.0,727.0,2082.0,7053.0,64.0,89.0,1765.0,316.0,4228.0,75.52
33207,2018,10,15,14,298.0,595.0,9111.0,5326.0,324.0,0.0,732.0,2430.0,7052.0,65.0,90.0,1426.0,316.0,4037.0,76.84
33208,2018,10,15,15,296.0,593.0,9627.0,5475.0,321.0,0.0,762.0,1688.0,7052.0,65.0,93.0,947.0,310.0,4321.0,78.68
33209,2018,10,15,16,308.0,593.0,9732.0,5619.0,323.0,0.0,785.0,2003.0,7051.0,65.0,96.0,336.0,310.0,3717.0,80.09
33210,2018,10,15,17,306.0,593.0,10648.0,5635.0,327.0,0.0,789.0,2414.0,7052.0,66.0,99.0,45.0,306.0,3267.0,80.52
33211,2018,10,15,18,306.0,594.0,11076.0,5701.0,326.0,0.0,919.0,3717.0,7053.0,67.0,100.0,25.0,308.0,3100.0,86.45
33212,2018,10,15,19,308.0,593.0,10917.0,5649.0,332.0,0.0,791.0,2451.0,7053.0,66.0,102.0,5.0,306.0,2497.0,83.34
33213,2018,10,15,20,307.0,595.0,9184.0,5620.0,340.0,0.0,759.0,2184.0,7053.0,60.0,102.0,5.0,290.0,1627.0,75.01
33214,2018,10,15,21,306.0,588.0,7709.0,5411.0,341.0,0.0,739.0,1728.0,7054.0,60.0,101.0,4.0,289.0,1302.0,73.76
33215,2018,10,15,22,305.0,600.0,6209.0,5326.0,322.0,0.0,709.0,1586.0,7053.0,60.0,100.0,5.0,305.0,968.0,73.64
33216,2018,10,15,23,306.0,581.0,5329.0,5295.0,319.0,0.0,680.0,1496.0,7054.0,60.0,100.0,5.0,311.0,854.0,73.21
33217,2018,10,16,0,305.0,580.0,5135.0,5264.0,308.0,0.0,671.0,1119.0,7054.0,60.0,100.0,5.0,321.0,752.0,72.27
33218,2018,10,16,1,303.0,562.0,5061.0,5203.0,307.0,0.0,668.0,956.0,7055.0,60.0,99.0,5.0,330.0,694.0,71.0
33219,2018,10,16,2,305.0,551.0,5122.0,5194.0,293.0,0.0,668.0,875.0,7055.0,61.0,100.0,5.0,333.0,577.0,68.93
33220,2018,10,16,3,307.0,543.0,5461.0,5199.0,284.0,0.0,671.0,1170.0,7054.0,60.0,101.0,5.0,329.0,515.0,69.51
33221,2018,10,16,4,306.0,533.0,7653.0,5324.0,298.0,0.0,706.0,3206.0,7053.0,60.0,101.0,4.0,332.0,627.0,77.46
33222,2018,10,16,5,306.0,585.0,10493.0,5402.0,309.0,0.0,710.0,3902.0,7052.0,61.0,96.0,4.0,328.0,775.0,80.6
33223,2018,10,16,6,307.0,589.0,11513.0,5403.0,324.0,0.0,724.0,4665.0,7052.0,67.0,98.0,34.0,319.0,858.0,82.65
33224,2018,10,16,7,314.0,589.0,11585.0,5456.0,323.0,0.0,722.0,4789.0,7051.0,67.0,99.0,577.0,324.0,821.0,82.93
33225,2018,10,16,8,303.0,589.0,11546.0,5438.0,323.0,0.0,724.0,4652.0,7052.0,66.0,100.0,1435.0,331.0,594.0,82.83
33226,2018,10,16,9,304.0,588.0,11753.0,5356.0,325.0,0.0,724.0,4641.0,7053.0,67.0,102.0,2228.0,331.0,574.0,82.94
33227,2018,10,16,10,305.0,574.0,11790.0,5488.0,326.0,0.0,711.0,3764.0,7055.0,67.0,98.0,2892.0,324.0,633.0,81.56
33228,2018,10,16,11,307.0,566.0,11639.0,5478.0,329.0,0.0,714.0,3399.0,7053.0,58.0,101.0,3156.0,328.0,725.0,81.92
33229,2018,10,16,12,309.0,567.0,11338.0,5486.0,332.0,0.0,709.0,2627.0,7052.0,58.0,103.0,3159.0,331.0,735.0,77.09
33230,2018,10,16,13,309.0,572.0,11157.0,5559.0,337.0,0.0,704.0,2382.0,7049.0,63.0,105.0,3041.0,331.0,706.0,77.15
33231,2018,10,16,14,296.0,573.0,11090.0,5558.0,340.0,0.0,704.0,2611.0,7047.0,59.0,103.0,3000.0,335.0,768.0,78.83
33232,2018,10,16,15,293.0,565.0,11090.0,5529.0,333.0,0.0,765.0,3041.0,7047.0,58.0,104.0,2565.0,332.0,832.0,82.13
33233,2018,10,16,16,298.0,565.0,11199.0,5538.0,341.0,0.0,744.0,2832.0,7048.0,60.0,108.0,1878.0,314.0,912.0,82.42
33234,2018,10,16,17,302.0,565.0,11584.0,5535.0,345.0,0.0,801.0,4658.0,7047.0,60.0,109.0,664.0,300.0,950.0,82.68
33235,2018,10,16,18,309.0,565.0,11976.0,5527.0,344.0,0.0,855.0,6011.0,7051.0,60.0,107.0,224.0,301.0,1104.0,85.59
33236,2018,10,16,19,310.0,565.0,11475.0,5524.0,343.0,0.0,843.0,4738.0,7051.0,60.0,109.0,86.0,310.0,1291.0,83.47
33237,2018,10,16,20,303.0,565.0,10489.0,5501.0,343.0,0.0,704.0,2630.0,7051.0,61.0,110.0,34.0,316.0,1178.0,80.28
33238,2018,10,16,21,291.0,567.0,7663.0,5453.0,342.0,0.0,683.0,1944.0,7050.0,60.0,109.0,5.0,314.0,1046.0,74.78
33239,2018,10,16,22,296.0,570.0,5728.0,5462.0,316.0,0.0,651.0,2096.0,7049.0,60.0,104.0,6.0,316.0,876.0,73.03
33240,2018,10,16,23,282.0,571.0,5018.0,5501.0,316.0,0.0,639.0,2411.0,7051.0,60.0,102.0,14.0,314.0,659.0,73.16
33241,2018,10,17,0,284.0,561.0,4862.0,5495.0,309.0,0.0,628.0,1926.0,7053.0,56.0,102.0,20.0,308.0,539.0,72.76
33242,2018,10,17,1,286.0,561.0,4771.0,5509.0,310.0,0.0,628.0,1551.0,7052.0,59.0,102.0,20.0,309.0,481.0,70.89
